total,price,condition,MPN,movement,case material,band material,model,listingType,url
7899,7899,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,DATEJUST 2,FixedPrice,http://www.ebay.com/itm/rolex-datejust-ii-41mm-116334-black-stick-dial-white-gold-fluted-bezel-/153433170491
4100,4100,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,FixedPrice,http://www.ebay.com/itm/rolex-oyster-perpetual-39mm-dark-rhodium-dial-114300-stainless-steel-/133008417434
11999,11950,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction,http://www.ebay.com/itm/rolex-gmt-1675-pointed-crown-guards-1960-/233178953454
8492,8492,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/diamond-rolex-day-date-president-36mm-1803-18k-yellow-gold-champagne-dial-/273785726829
3540,3540,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/estate-rolex-datejust-ss-mens-36mm-diamond-bezel-black-jubilee-dial-watch-/352627060088
12100,12100,pre-owned,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/2017-rolex-submariner-116610ln-full-set-box-and-papers-/323750317511
3190,3150,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,http://www.ebay.com/itm/rolex-6917-datejust-stella-diamonds-dial-president-18k-y-gold-auto-watch-nr-/123707201910
3415,3375,pre-owned,6927,Mechanical (Automatic),Solid Gold,Genuine Leather,Rolex Lady-Datejust,Auction,http://www.ebay.com/itm/rare-rolex-6927-datejust-bark-president-18k-yellow-gold-auto-lady-watch-nr-/123707191041
6401,6401,pre-owned,16613/2160,Mechanical (Automatic),Stainless Steel,"Gold, Steel",Submariner,Auction,http://www.ebay.com/itm/mens-rolex-16803-18k-gold-ss-quickset-two-tone-blue-blue-submariner-watch-/392264988908
10995,10995,new with tags,7850,Automatic,Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/brand-new-rolex-submariner-116610-stainless-steel-black-ceramic-box-paper-2018-/273737295113
11000,11000,pre-owned,Rolex GMT Master II 16710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT Master II,StoreInventory,http://www.ebay.com/itm/rolex-gmt-master-ii-16710-black-and-coke-bezel-steel-and-rubber-band-included-/254105887315
3600,3600,pre-owned,16014,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-16220-mens-stainless-steel-fluted-bezel-36mm-blue-dial-/233182859234
3300,3300,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-16030-stainless-steel-silver-dial-automatic-36mm-wrist-watch-/113686033477
3449,3449,pre-owned,DATEJUST1601,Mechanical (Automatic),"Stainless Steel, Gold Plated, Sapphire, Plastic","Stainless Steel, Yellow Gold, White Gold, Leather",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-1601-datejust-diamond-dial-36mm-two-tone-18k-yellow-gold-stainless-steel-/113699046914
6190,6190,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,FixedPrice,http://www.ebay.com/itm/rolex-day-date-18k-rose-gold-automatic-mens-watch-1803-/293026880815
7742,7742,pre-owned,16610T,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/2019-mint-rolex-submariner-no-date-114060-steel-black-dial-ceramic-watch-/273772690401
7975,7975,new with tags,126300-BLUSO,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust 41,StoreInventory,http://www.ebay.com/itm/new-mens-rolex-datejust-41-blue-dial-stainless-steel-watch-ref-126300-bluso-/392225454339
3485,3485,pre-owned,169622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,StoreInventory,http://www.ebay.com/itm/ladies-stainless-rolex-yacht-master-169622-1-60-carat-diamond-bezel-authentic-/113694927796
4187,4155,pre-owned,116231,Mechanical (Automatic),"Gold, Stainless Steel","Gold, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-steel-18ct-rose-gold-fluted-bezel-watch-ref-116231-/192863675816
5000,5000,pre-owned,116200,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-oyster-perpetual-datejust-36mm-white-roman-dial-automatic-watch-116200-/113638934977
9550,9550,new with tags,116610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-16610ln-mens-40mm-black-ss-date-2017-new-/223458579713
5745,5700,pre-owned,18038,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-day-date-president-18038-mens-wrist-watch-18k-single-quickset-box-booklet-/223456241355
6093,6093,pre-owned,214270,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer,FixedPrice,http://www.ebay.com/itm/mint-mens-2017-rolex-explorer-black-lume-3-6-9-214270-stainless-39mm-oyster-/153408167303
3747,3730,pre-owned,6517,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 14k Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-6517-18k-gold-elegant-white-diamond-dial-automatic-ladies-watch-/233172617727
6500,6500,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-ladies-datejust-69178-white-diamond-dial-18k-yellow-gold-/264198500685
8399,8399,pre-owned,GMT-Master II 116710,Automatic Winding Movement,Stainless Steel,Stainless Steel,Rolex GMT MASTER II,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-ii-116710-pre-owned-/233059109901
5850,5850,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-stainless-steel-watch-black-dial-bezel-mens-sub-16610-/323755777201
4250,4250,pre-owned,116200,Mechanical (Automatic),Stainless Steel,Stainless Steel,Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-auto-36mm-steel-mens-oyster-bracelet-watch-116200-/382868626879
10600,10600,pre-owned,116660,Mechanical: Automatic,Stainless Steel,Stainless Steel,Rolex Sea-Dweller Deepsea,StoreInventory,http://www.ebay.com/itm/rolex-sea-dweller-deepsea-116660-mens-stainless-steel-oyster-black-ceramic-44mm-/182663454918
7500,7500,pre-owned,126710 BLRO,Mechanical: Automatic,Solid Gold,White Gold,116719 BLRO,FixedPrice,http://www.ebay.com/itm/rolex-gmt-master-ii-pepsi-watch-/173854110955
5200,5200,pre-owned,16570,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Explorer II,StoreInventory,http://www.ebay.com/itm/2000s-mens-rolex-stainless-steel-explorer-ii-watch-40mm-sel-oyster-black-16570-/113692025108
7000,7000,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-watch-oyster-date-submariner-black-dial-stainless-16610-2-yr-warranty-/382759554110
7575,7500,pre-owned,6917,Mechanical (Automatic),"Solid Gold, 18K Yellow Gold, Add Diamonds on Lugs","Gold, Silver, Yellow Gold",Rolex President,Auction,http://www.ebay.com/itm/genuine-rolex-18k-yellow-gold-datejust-super-president-6917-diamonds-everywhere-/283420720017
10160,10110,pre-owned,6298,Mechanical: Automatic,Stainless Steel,Crocodile,Pre Explorer,Auction,http://www.ebay.com/itm/vintage-rolex-explorer-automatic-men-watch-ref-6298-/401733123475
5960,5900,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,Auction,http://www.ebay.com/itm/rolex-yachtmaster-40mm-stainless-steel-mens-watch-platinum-bezel-16622-/254171764714
8390,8350,pre-owned,1675,Mechanical (Automatic),Stainless Steel,Steel,GMT Master,Auction,http://www.ebay.com/itm/vintage-rolex-gmt-master-pepsi-dial-automatic-men-watch-ref-1675-/401733052336
8340,8300,pre-owned,1675,Mechanical (Automatic),Stainless Steel,Steel,GMT Master,Auction,http://www.ebay.com/itm/vintage-rolex-gmt-master-automatic-men-watch-ref-16750-/392262372747
10705,10650,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-yacht-master-ladies-29mm-18k-yellow-gold-diamond-encrusted-watch-ref-69628-/202582185403
3160,3160,pre-owned,16030,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-buckley-dial-steel-vintage-mens-watch-16030-/323595702126
6688,6688,pre-owned,15037,Mechanical (Automatic),14K Gold,14k Yellow Gold,Rolex Date,StoreInventory,http://www.ebay.com/itm/rolex-mens-14k-solid-gold-date-gold-dial-oyster-jubilee-quick-set-/264257263999
15193,15100,pre-owned,18078,Mechanical (Automatic),Gold,Yellow Gold,Rolex President,Auction,http://www.ebay.com/itm/rolex-18078-president-day-date-18k-bark-finish-burl-wood-dial-w-original-box-/254171440036
3859,3851,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/gents-rolex-datejust-16233-wristwatch-18k-gold-stainless-tight-jubilee-band-2001-/233173768233
3500,3500,pre-owned,16013,Mechanical (Automatic),"Gold, Stainless Steel","Stainless Steel, Yellow Gold",Rolex Datejust,StoreInventory,http://www.ebay.com/itm/rolex-datejust-16013-champagne-dial-2-tone-jubilee-mens-watch-w-box-papers-/362597044468
8500,8500,pre-owned,16600,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Sea-Dweller,FixedPrice,http://www.ebay.com/itm/rolex-sea-dweller-16600-w-patina-dial-/382864900795
8000,8000,pre-owned,16800,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/vintage-rolex-submariner-ref-16800-/233172557688
9825,9800,pre-owned,18238,Mechanical (Automatic),18k Yellow Gold,18k Yellow Gold,Day-Date,Auction,http://www.ebay.com/itm/mens-pre-owned-rolex-president-model-18238-champaign-dial-circa-1996-/173850612899
7293,7293,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/2007-rolex-submariner-date-16610-f-no-holes-sel-stainless-steel-40mm-black-watch-/153425502436
9315,9250,pre-owned,69173,Mechanical (Automatic),Solid Gold,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/factory-rolex-lady-datejust-69138-18k-yellow-gold-black-diamond-dial-bezel-/302738355810
12327,12250,pre-owned,116710,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex GMT-Master II,FixedPrice,http://www.ebay.com/itm/exc-rolex-gmt-master-ii-40mm-watch-116710ln-black-dial-bezel-like-submariner-/183749894278
4600,4550,pre-owned,114300,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Oyster Perpetual,Auction,http://www.ebay.com/itm/rolex-oyster-perpetual-39mm-rhodium-dial-114300-stainless-steel-/223454194150
3500,3500,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Genuine Leather,Rolex Datejust,FixedPrice,http://www.ebay.com/itm/vintage-rolex-datejust-14k-ss-yellow-gold-champagne-linen-dial-36mm-/264254991801
5250,5250,pre-owned,6917,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,StoreInventory,http://www.ebay.com/itm/rolex-ladies-president-18k-gold-champagne-diamond-dial-bezel-6917-model-/173849355210
3000,3000,pre-owned,6917,Mechanical (Automatic),Stainless Steel,"Gold Plated, Stainless Steel",Rolex Date,Auction,http://www.ebay.com/itm/1993-rolex-oyster-perpetual-2-tone-solid-gold-steel-watch-champagne-dial-/303101830847
6755,6700,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,StoreInventory,http://www.ebay.com/itm/mens-rolex-submariner-date-16610-stainless-steel-cream-luminous-hour-markers-/264256413272
6579,6500,pre-owned,16622,Mechanical (Automatic),Platinum / Steel,Stainless Steel,Rolex Yacht-Master,Auction,http://www.ebay.com/itm/men-s-rolex-yachtmaster-platinum-40mm-immaculate-n-series-16622-fully-serviced-/223453938174
5500,5500,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,YACHT-MASTER,FixedPrice,http://www.ebay.com/itm/rolex-yacht-master-40mm-16622-platinum-stainless-steel-oyster-bracelet-w-box-/254177122445
8978,8978,pre-owned,126334,Mechanical: Automatic,"18k White Gold Bezel, Stainless Steel",Stainless Steel,Datejust 41,FixedPrice,http://www.ebay.com/itm/rolex-datejust-ii-rhodium-diamond-dial-126334-steel-gold-box-papers-tags-/202636234126
4285,4280,pre-owned,168622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,Auction,http://www.ebay.com/itm/rolex-yacht-master-midsize-stainless-steel-platinum-watch-168622-w-box-papers-/382854541867
7594,7594,pre-owned,16803,Mechanical (Automatic),"Stainless Steel, Gold","Stainless Steel, Gold",Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-16803-blue-serti-diamond-sapphire-two-tone-gold-watch-16613-/264180513802
8500,8500,pre-owned,116610LN,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-date-116610ln-ss-black-dial-oyster-bracelet-boxes-certificate-/303098606808
8034,7999,pre-owned,114060,Mechanical: Automatic,Stainless Steel,Stainless Steel,Submariner,StoreInventory,http://www.ebay.com/itm/rolex-submariner-114060-non-date-40mm-ceramic-bezel-w-box-c-2013-box-papers-/323748729503
6009,6001,pre-owned,16713,Mechanical (Automatic),Stainless Steel,"18K Yellow Gold, Stainless Steel, Yellow Gold",Rolex GMT-Master II,Auction,http://www.ebay.com/itm/rolex-gmt-master-ii-18kt-yellow-gold-and-stainless-steel-automatic-wrist-watch-/372631506983
5021,4993,pre-owned,1601,Mechanical: Automatic/Kinetic,"Solid Gold, Stainless Steel","Stainless Steel and Yellow Gold, Gold, Stainless Steel",Rolex Datejust,FixedPrice,http://www.ebay.com/itm/rolex-datejust-mens-watch-diamonds-steel-gold-/362565989027
5005,5000,new without tags,116613,Mechanical (Automatic),Stainless Steel,"Stainless Steel, Yellow Gold",Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-submariner-date-ss-yellow-gold-blue-dial-/223460971842
6750,6750,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,FixedPrice,http://www.ebay.com/itm/rolex-16803-submariner-1986-blue-dial-bezel-2-tone-gold-stainless-steel-watch-/143161202564
5500,5500,pre-owned,16622,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Yacht-Master,FixedPrice,http://www.ebay.com/itm/2002-rolex-16622-yacht-master-platinum-bezel-gray-silver-dial-40mm-mens-watch-/173849178647
6150,6100,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-steel-18-karat-gold-submariner-ref-16613-blue-dial-/173850208281
3600,3500,pre-owned,17013,Quartz,Stainless Steel,Silver,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-36mm-two-tone-silver-rosegold-/333126407779
6400,6400,pre-owned,16610,Automatic Self Wind,Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-submariner-16610-stainless-steel-automatic-mens-watch-/183735104185
3250,3250,pre-owned,1601,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & Gold Filled Yellow Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-mens-stainless-steel-yellow-gold-watch-black-diamond-dial-1601-/362587208348
3650,3650,pre-owned,1601,Mechanical (Automatic),"Solid Gold, Stainless Steel",Stainless & Solid Gold,Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-oyster-perpetual-stainless-and-gold-black-face-exceptional-/303098322078
7420,7400,pre-owned,na,Mechanical: Automatic,Solid Gold,White Gold,116719 BLRO,Auction,http://www.ebay.com/itm/rolex-gmt-master-ii-rare-pepsi-bezel-/223452156877
4373,4361,pre-owned,16234,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Datejust,Auction,http://www.ebay.com/itm/1997-rolex-datejust-36mm-stainless-white-gold-dial-jubilee-bracelet-ref-16234-/143183471131
5350,5350,pre-owned,Rolex Submariner,Mechanical (Automatic),Stainless Steel,"Rolex Stainless Steel Oyster, Stainless Steel",Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-mens-submariner-stainless-steel-40mm-oyster-bracelet-diamond-red-dial-/223449512863
6900,6900,pre-owned,116334,Mechanical (Automatic),Stainless Steel,Stainless Steel,DateJust,Auction,http://www.ebay.com/itm/rolex-41mm-datejust-ii-116334-mens-18k-white-gold-fluted-bezel-steel-blue-silver-/254167669061
4401,4401,pre-owned,69178,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex Datejust,Auction,http://www.ebay.com/itm/rolex-datejust-69178-ladies-presidential-diamond-green-dial-18k-gold-watch-6-1-2-/323732136701
6950,6900,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-steel-18-karat-gold-submariner-ref-16613-blue-dial-/173836737932
7500,7500,pre-owned,5443/9,Mechanical (Hand-winding),White Gold,Alligator,Cellini,FixedPrice,http://www.ebay.com/itm/rolex-cellini-prince-manual-white-gold-mens-strap-watch-5443-9-/292933792405
5368,5358,pre-owned,16610,Mechanical (Automatic),Stainless Steel,Stainless Steel,Rolex Submariner,Auction,http://www.ebay.com/itm/authentic-rolex-submariner-16610-date-includes-box-and-papers-/163605725699
6550,6500,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-steel-18-karat-gold-submariner-ref-16613-blue-dial-u-series-/132997780164
10100,10100,pre-owned,228235,Mechanical (Automatic) Caliber 3255,Solid Gold,Solid Gold,Rolex Day-Date,Auction,http://www.ebay.com/itm/rolex-day-date-228235-wrist-watch-women-/153415114726
8688,8688,pre-owned,18078,Mechanical (Automatic),18k Yellow Gold,Yellow Gold,Rolex President,Auction,http://www.ebay.com/itm/rolex-president-18078-day-date-18k-single-quick-set-factory-bark-very-nice-/132987947814
7900,7900,pre-owned,1803,Mechanical (Automatic),Solid Gold,Solid Gold,Rolex President,Auction,http://www.ebay.com/itm/rare-rolex-day-date-president-1803-18k-yellow-gold-mens-watch-/293011908514
3500,3500,pre-owned,1603,Mechanical (Automatic),Stainless Steel,Steel,Datejust,Auction,http://www.ebay.com/itm/original-vintage-rolex-steel-oysterquartz-datejust-17014-original-box-papers-/323742793940
7100,7050,pre-owned,16613,Mechanical (Automatic),Stainless Steel,Two-Tone: Stainless Steel & 18k Yellow Gold,Rolex Submariner,Auction,http://www.ebay.com/itm/rolex-steel-18-karat-gold-submariner-ref-16613-blue-dial-u-series-/132987658422
5500,5500,pre-owned,69173,Mechanical (Automatic),"Solid Gold, Stainless Steel","Solid Gold and Stainless Steel, Solid Gold, Stainless Steel",Rolex Datejust,Auction,http://www.ebay.com/itm/1986-rolex-president-oyster-perpetual-datejust-solid-18k-yellow-gold-wristwatch-/352616573099
